Month,Year,Vol,Name,Work,Thlr.,Gr.,Repeat,FullName,Birth,Death
June,1824,26.05,"Campagnoli, B.","Nouvelle Methode de la Mécanique progressive du Jeu de Violon, divisée en 5 Parties et distribuée en 132 Leçons progressives pour deux Violons et 118 Etudes pour un Violon seul. Oeuv. 21. (deutsch u. franz.) à",6,0,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Campagnoli, B.","Nouvelle Methode de la Mécanique progressive du Jeu de Violon, divisée en 5 Parties et distribuée en 132 Leçons progressives pour deux Violons et 118 Etudes pour un Violon seul. Oeuv. 21. (deutsch u. franz.) à",6,0,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Campagnoli, B.","Nouvelle Methode de la Mécanique progressive du Jeu de Violon, divisée en 5 Parties et distribuée en 132 Leçons progressives pour deux Violons et 118 Etudes pour un Violon seul. Oeuv. 21. (deutsch u. franz.) à",6,0,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Campagnoli, B.","Nouvelle Methode de la Mécanique progressive du Jeu de Violon, divisée en 5 Parties et distribuée en 132 Leçons progressives pour deux Violons et 118 Etudes pour un Violon seul. Oeuv. 21. (deutsch u. franz.) à",6,0,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Campagnoli, B.","Nouvelle Methode de la Mécanique progressive du Jeu de Violon, divisée en 5 Parties et distribuée en 132 Leçons progressives pour deux Violons et 118 Etudes pour un Violon seul. Oeuv. 21. (deutsch u. franz.) à",6,0,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Campagnoli, B.",41 Caprices p. l’Alto Viola. Oeuv. 22.,1,12,No,"Campagnoli, Bartolomeo",1751,1827
June,1824,26.05,"Kaczkowski, J.","3me Air varié pour Violon principal avec accompagnement de second Violon, Alto et Violoncelle, ou de Pianoforte. Op. 22.",0,10,Yes,"Kaczkowski, Joachim",1786,1829
June,1824,26.05,"Lipinski, G.",Trio pour 2 Violons et Violoncelle. Oeuv. 8.,1,16,No,"Lipiński, Karol Józef",1790,1861
June,1824,26.05,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,Yes,"Onslow, George",1784,1853
June,1824,26.05,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,Yes,"Onslow, George",1784,1853
June,1824,26.05,"Onslow, G.","3 Quatuors pour 2 Violons, Viola et Violoncelle. Op. 21. No. 1. 2. 3. à",1,8,Yes,"Onslow, George",1784,1853
June,1824,26.05,"Sörgel, F. W.",3 Solos pour le Violon. Op. 17.,0,8,Yes,"Sörgel, Friedrich Wilhelm*",1790,1870
June,1824,26.05,"Voigt, L.","Sonata per il Violoncello, col accomp. d’un Violoncello secondo. Op. 22.",0,8,Yes,"Voigt, Carl Louis",1792,1831
June,1824,26.05,"Fürstenau, A. B.",grands Etudes pour la Flûte. Oeuv. 29.,2,0,No,"Fürstenau, Anton Bernhard",1792,1852
June,1824,26.05,"Gabrielsky, W.",94 Préludes pour la Flûte propres à s’exercer à jouer par coeur. Oeuv. 66.,0,12,No,"Gabrielski, Johann Wilhelm",1791,1846
June,1824,26.05,"Gabrielsky, W.",6 Divertissemens pour 2 Flûtes. Oeuv. 67.,0,12,No,"Gabrielski, Johann Wilhelm",1791,1846
June,1824,26.05,"Gabrielsky, W.",Fantaisie pour la Flûte. Oeuv. 68.,0,6,No,"Gabrielski, Johann Wilhelm",1791,1846
June,1824,26.05,"Köhler, Henri",6 Sonatines pour 2 Flûtes avec Prélude pour la première Flûte. Oeuv. 145.,0,20,No,"Köhler, Gottlieb Heinrich",1765,1833
June,1824,26.05,"Mejo, G.",Variations pour 14 Instrum. à vent. No. 2.,1,12,No,"Mejo, Wilhelm",1791,1886
June,1824,26.05,"Mühling, A.",3 Duos concertans pour 2 Flûtes. Op. 26.,1,4,Yes,"Mühling, August",1786,1847
June,1824,26.05,"Beethoven, L. de",Rondeau (tiré du Concerto pour le Pianoforte. Oeuv. 37.) arr. pour le Pianoforte à 4 mains par F. Mockwitz.,1,0,No,"Beethoven, Ludwig van",1770,1827
June,1824,26.05,Bochsa,Duo p. le Pianoforte à 4 mains.,1,8,No,"Bochsa, Nicholas Charles",1789,1856
June,1824,26.05,"Bornhardt, J. H. C.",6 Sonatines faciles pour le Pianoforte avec accomp. d’une Flûte.,1,0,Yes,"Bornhardt, Johann Heinrich Carl",1774,1843
June,1824,26.05,"Bornhardt, J. H. C.",6 kleine Sonatinen für 4 Hände für angehende Spieler.,1,0,No,"Bornhardt, Johann Heinrich Carl",1774,1843
June,1824,26.05,"Boyneburgk, C. de",Variations pour le Pianoforte et Clarinette.,0,16,No,"Boyneburgk, Friedrich August von",1789,1851
June,1824,26.05,"Kalkbrenner, F.",11me Fantaisie pour le Pianoforte sur l’air Eccossois: “We’re a’ noddin”. Oeuv. 60.,0,12,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",grand Concerto (No. 1.) pour le Pianoforte avec accomp. de l’Orchestre. Oeuv. 61.,3,8,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",le même sans accompagnement.,1,16,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",12me Fantaisie pour le Pianoforte sur l’air: “Auld lang syne” avec Variations. Oeuv. 62.,0,12,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",grande Walse pour le Pianoforte avec accomp. de Flûte ad libitum. Oeuv. 63.,0,10,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",Grand Rondeau pour le Pianoforte avec acc. d’Orch. ad libitum. Oeuv. 66. B dur.,2,0,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Kalkbrenner, F.",le même sans accompagnement.,1,0,Yes,"Kalkbrenner, Frédéric",1785,1849
June,1824,26.05,"Klengel, A. A.","grande Polonoise concert. pour le Pianoforte avec Accomp. de Flûte, Clarinette, Alto, Violoncelle (et Contre Basse ad libitum). Oeuv. 35.",1,12,No,"Klengel, August Alexander",1783,1852
June,1824,26.05,"Klengel, A. A.","grand Trio concert. pour le Pianoforte, Violon et Violoncelle. Oeuv. 36.",1,16,No,"Klengel, August Alexander",1783,1852
June,1824,26.05,"Louis Ferdinand, Prince de Prusse",Rondeau pour le Pianoforte avec accomp. de l’Orch. Ouvrage posthume. Oeuv. 13.,2,0,Yes,"Louis Ferdinand, Prince of Prussia",1772,1806
June,1824,26.05,"Mozart, W. A.","grande Sinfonie arr. pour le Pianoforte avec Accomp. de Flûte, Violon et Violoncelle, par J. N. Hummel. No. 3.",2,0,No,"Mozart, Wolfgang Amadeus",1756,1791
June,1824,26.05,"Onslow, G.",Quintetto (No. 4.) arr. pour le Pianoforte à 4 mains par F. Mockwitz.,1,8,Yes,"Onslow, George",1784,1853
June,1824,26.05,"Onslow, G.",Quintetto No. 5.,1,8,No,"Onslow, George",1784,1853
June,1824,26.05,"Reinholdt, A.","Recueil des Danses favorites de St. Petersbourg, pour le Pianoforte. Liv. 1.",0,12,No,"Reinholdt, A.",,
June,1824,26.05,"Reinholdt, A.","Recueil des Danses favorites de St. Petersbourg, pour le Pianof. à 4 mains. Liv. 2.",0,8,No,"Reinholdt, A.",,
June,1824,26.05,"Ries, Ferd.",Rondeau pour le Pianoforte d’après un Duo de Bishop. Oeuv. 104. No. 2.,0,10,Yes,"Ries, Ferdinand",1784,1838
June,1824,26.05,"Siegel, D. S.","12 Variations sur un air de l’Op.: Preciosa, pour le Pianoforte. Oeuv. 33.",0,12,Yes,"Siegel, Daniel Siegmeyer (d. after 1848)",1774,
June,1824,26.05,"Sörgel, F. W.",12 Pièces faciles d’après des Thémes favoris p. le Pianoforte à 4 mains.,0,16,No,"Sörgel, Friedrich Wilhelm*",1790,1870
June,1824,26.05,"Würfel, W. W.",Rondeau brill. pour le Pianoforte. Oeuv. 20.,0,12,No,"Würfel, Václav Vilém",1790,1832
June,1824,26.05,"Würfel, W. W.",2 Polonoises pour le Pianoforte. Oeuv. 21.,0,6,No,"Würfel, Václav Vilém",1790,1832
June,1824,26.05,"Baake, Ferd.",6 Lieder mit Begleitung des Pianoforte. 1e Sammlung.,0,16,Yes,"Baake, Ferdinand Gottfried",1800,1881
June,1824,26.05,"Durante, Fr.",12 Duetti p. 2 Soprani in 3 Parti coll’ acc. di Pianof. (ital. u. deutsch). à,0,16,No,"Durante, Francesco",1684,1755
June,1824,26.05,"Durante, Fr.",12 Duetti p. 2 Soprani in 3 Parti coll’ acc. di Pianof. (ital. u. deutsch). à,0,16,No,"Durante, Francesco",1684,1755
June,1824,26.05,"Durante, Fr.",12 Duetti p. 2 Soprani in 3 Parti coll’ acc. di Pianof. (ital. u. deutsch). à,0,16,No,"Durante, Francesco",1684,1755
June,1824,26.05,"Mozart, W. A.","Cantate: Herr, auf den wir schauen etc. No. 7. Partitur.",1,8,Yes,"Mozart, Wolfgang Amadeus",1756,1791
June,1824,26.05,"Mozart, W. A.",Die Entführung aus dem Serail (il ratto di Seraglio) Oper im Klavier-Auszug. Neue Ausgabe. (ital. u. deutsch).,4,0,No,"Mozart, Wolfgang Amadeus",1756,1791
June,1824,26.05,"Neukomm, Sigm. v.","Der Ostermorgen, Kantate von Tiedge, für drey Singstimmen und Chor, mit Klavier-Begleitung.",2,0,No,"Neukomm, Sigismund Ritter von",1778,1858
June,1824,26.05,"Drexel, Fr.",3 Polonoises pour la Guitarre. Oeuv. 18 u. 19. à,0,4,Yes,"Drexel, Friedrich",,
June,1824,26.05,"Drexel, Fr.",3 Polonoises pour la Guitarre. Oeuv. 18 u. 19. à,0,4,Yes,"Drexel, Friedrich",,
October,1824,26.08,"Neukomm, S.",Orchesterstimmen zu der Cantate von Tiedge: der Ostermorgen.,3,0,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1824,26.08,"Dotzauer, J. J. F.",12 Exercises pour Violoncelle. Oeuv. 70. Liv. 3.,1,0,No,"Dotzauer, Friedrich",1783,1860
October,1824,26.08,"Giorgetti, F.","Variations favorites pour le Violon av. accomp. de Violon, Viola et Violoncelle.",0,10,No,"Giorgetti, Ferdinando",1796,1867
October,1824,26.08,"Maurer, L.",1er Concertino pour le Violon av. Accomp. de l’Orchestre. Oeuv. 32.,,,No,"Maurer, Ludwig",1789,1878
October,1824,26.08,"Maurer, L.",Polonoise pour Violon avec Orchestre. Oeuv. 29.,1,0,No,"Maurer, Ludwig",1789,1878
October,1824,26.08,"Onslow, G.","Quintetto pour 2 Violons, Viola, Violoncelle et Basse. Oeuv. 23.",1,16,No,"Onslow, George",1784,1853
October,1824,26.08,"Onslow, G.","Quintetto pour 2 Violons, Viola, Violoncelle et Basse. Oeuv. 24.",1,16,No,"Onslow, George",1784,1853
October,1824,26.08,"Paganini, N.",24 Caprices pour le Violon. Oeuv. 1.,1,12,No,"Paganini, Nicolò",1782,1840
October,1824,26.08,"Bärmann, H.",Fantaisie pour Clarinette avec Orchestre. Oeuv. 26.,2,8,No,"Baermann, Heinrich",1784,1847
October,1824,26.08,"Köhler, H.",6 Rondeaux sur des Thême favoris pour 2 Flûtes. Oeuv. 147.,0,16,No,"Köhler, Gottlieb Heinrich",1765,1833
October,1824,26.08,"Lindpaintner, P.",Rondeau brillant pour la Clarinette avec Orchestre. Oeuv. 45.,1,12,No,"Lindpaintner, Peter Josef von",1791,1856
October,1824,26.08,"Lindpaintner, P.",grande Polonoise pour Flûte avec Orchestre. Oeuv. 47.,2,0,No,"Lindpaintner, Peter Josef von",1791,1856
October,1824,26.08,"Müller, F.",Concertino pour la Clarinette avec Orchestre. Oeuv. 20.,1,16,No,"Müller, Friedrich",1786,1871
October,1824,26.08,"Müller, F.",Pot-Pourri pour la Clarinette avec Orchestre. Oeuv. 21.,2,0,No,"Müller, Friedrich",1786,1871
October,1824,26.08,"Boyneburgk, F. v.",grande Walse pour le Pianoforte.,0,8,No,"Boyneburgk, Friedrich August von",1789,1851
October,1824,26.08,"Köhler, H.",petite Etude pour le Pianoforte conten. 24 Préludes faciles et progressifs dans tous les tons majeurs et mineurs. Oeuv. 146.,0,16,No,"Köhler, Gottlieb Heinrich",1765,1833
October,1824,26.08,"Mühling, A.",3 grandes Marches pour le Pianoforte à 4 mains. Oeuvr. 33.,0,16,No,"Mühling, August",1786,1847
October,1824,26.08,"Mühling, A.",6 Polonoises brillantes pour le Pianoforte à 4 mains. Oeuv. 34. Liv. 1. 2. à,0,20,No,"Mühling, August",1786,1847
October,1824,26.08,"Mühling, A.",6 Polonoises brillantes pour le Pianoforte à 4 mains. Oeuv. 34. Liv. 1. 2. à,0,20,No,"Mühling, August",1786,1847
October,1824,26.08,"Neukomm, S.",O Amor Brazileiro. Caprice pour le Pianoforte sur un Londû Brésilien. Oeuv. 37.,0,12,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1824,26.08,"Neukomm, S.",L’amitie et l’amour. 2 Esquisses pour le Pianoforte. Oeuv. 38.,0,12,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1824,26.08,"Neukomm, S.",L’amoureux. Fantaisie pour le Pianoforte avec. accomp. de Flûte. Oeuv. 39.,0,16,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1824,26.08,"Onslow, G.",Sonate p. le Pianoforte à 4 mains. Oeuv. 22.,1,12,No,"Onslow, George",1784,1853
October,1824,26.08,"Onslow, G.",6me Quintetto arr. à 4 mains par Mockwitz.,1,8,No,"Onslow, George",1784,1853
October,1824,26.08,"Siegel, D. S.",Variations sur la Cavatine de Tancredi pour le Pianoforte. Oeuv. 34.,0,12,No,"Siegel, Daniel Siegmeyer (d. after 1848)",1774,
October,1824,26.08,"Sörgel, F. W.",Polonoise pour le Pianoforte et Violon. Oeuv. 18.,0,12,No,"Sörgel, Friedrich Wilhelm*",1790,1870
October,1824,26.08,"Sörgel, F. W.",6 Etudes pour le Pianoforte en forme de Sonates. Oeuv. 19.,1,0,No,"Sörgel, Friedrich Wilhelm*",1790,1870
October,1824,26.08,"Crescentini, H.","Exercices nouveaux pour la Vocalisation musicale. Neue Uebungen für die Sintstimme, ohne Worte. Oeuv. 2.",2,0,No,"Crescentini, Girolamo",1762,1846
October,1824,26.08,"Drexel, Fr.",20 Gesänge mit Begleitung der Guitarre. Oeuv. 32.,1,0,No,"Drexel, Friedrich",,
October,1824,26.08,"Mühling, A.",12 Lieder für vier Männerstimmen. 56stes Werk.,1,8,No,"Mühling, August",1786,1847
October,1824,26.08,"Neukomm, S.","Canon aus dem Ostermorgen: “Preis und Ehre sey dem Geber,” für drey Solostimmen und Chor mit Pianofortebegleitung.",0,4,No,"Neukomm, Sigismund Ritter von",1778,1858
October,1824,26.08,"Drexel, Fr.",Recueil de Pièces faciles et agréables pour Guitare à l’usage des commençans. Oeuv. 31.,0,16,No,"Drexel, Friedrich",,
March,1825,27.02,"Lindpaintner, P.","Ouvert. de l’Op.: der Bergkönig, à grand Orchestre. Op. 50.",2,0,No,"Lindpaintner, Peter Josef von",1791,1856
March,1825,27.02,"Onslow, G.","Ouvert. de l’Opéra: L’Alcade de Vega, à grand Orchestre.",1,12,No,"Onslow, George",1784,1853
March,1825,27.02,"Zimmermann, J. W.",12 Walzer und 6 Ecoss. vollst.,1,0,No,"Zimmermann, Pierre-Joseph-Guillaume",1785,1853
March,1825,27.02,Bruni,6 Sonates pour Violon. Op. 38. et posthume 4me Livr. 2e Part.,1,0,No,"Bruni, Antonio Bartolomeo",1757,1821
March,1825,27.02,"Giorgetti, F.","Duos d’Etude pour 2 Violons, Liv. 1. 2. Op. 15. à",0,18,No,"Giorgetti, Ferdinando",1796,1867
March,1825,27.02,"Giorgetti, F.","Duos d’Etude pour 2 Violons, Liv. 1. 2. Op. 15. à",0,18,No,"Giorgetti, Ferdinando",1796,1867
March,1825,27.02,"Köhler, H.",Pot-Pourri av. Var. d’une exécut. facile pour 2 Violons. Oeuv. 149.,0,12,No,"Köhler, Gottlieb Heinrich",1765,1833
March,1825,27.02,"Lafont, C. P.",Fantaisie et Variat. sur des motifs de la Cenerentola et de la Gazza ladra pour Violon avec Pianoforte. P. 2.,0,12,No,"Lafont, Charles Philippe",1781,1839
March,1825,27.02,"Maurer, L.",Variat. pour 2 Viol. princip. avec Orchestre. Op. 30.,1,8,No,"Maurer, Ludwig",1789,1878
March,1825,27.02,"Maurer, L.",Capriccio et Polacca pour Violon avec Orchestre. Op. 31.,0,16,No,"Maurer, Ludwig",1789,1878
March,1825,27.02,"Onslow, G.","Quintetto (No. IX.) pour 2 Violons Alto, Vlle et Basse. Op. 25.",2,0,No,"Onslow, George",1784,1853
March,1825,27.02,Husdesforges,3 Duos pour 2 Violoncelles. Op. 47. 4me Liv. de Duos.,1,0,No,"Hus-Desforges, Pierre-Louis",1773,1838
March,1825,27.02,"Gabrielsky, W.",Divertissement pour la Flûte. Op. 69.,0,8,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.",Variat. sur un thême de l’Op.: Otello pour la Flûte. Op. 70.,0,8,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.",Adagio et Variat. pour la Flûte sur un thême de Carafa. Op. 71.,0,8,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.",3 Duos concert. p. 2 Flûtes. Op. 72.,1,12,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.",grand Duo pour Flûte et Violon. Op. 73.,0,20,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.","Airs var. p. la Flûte avec 2 Violons, Alto et Basse. Op. 74.",0,12,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.",3me Concerto pour Flûte avec Orchestre. Op. 75.,1,16,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Gabrielsky, W.","Adagio et Variat. p. la Flûte sur un Thême de Rossini, avec Orchestre. Op. 76.",1,12,No,"Gabrielski, Johann Wilhelm",1791,1846
March,1825,27.02,"Vogel, L.",Variations sur un thême de Rossini “Bell’ alme generose”. pour la Flûte.,0,6,No,"Vogel, Louis*",,
March,1825,27.02,"Vogel, L.",grand Solo pour la Flûte.,0,8,No,"Vogel, Louis*",,
March,1825,27.02,"Weiss, C. N.","Etude pour la Flûte cont. un choix de pièces mélodieuses brillantes et instructives, publié par Gabrielsky.",0,16,No,"Weiss, Charles N.",1777,1845
March,1825,27.02,"Braun, J. F.",24 Exercices pour Hautbois dans les tons les plus difficiles avec Pianof. Oeuv. posth.,1,0,No,"Braun, Johann Friedrich",1759,1824
March,1825,27.02,"Backofen, H.",2me Concerto pour le Cor avec Orchestre. Op. 30.,1,16,No,"Backofen, Johann Georg Heinrich",1768,1839
March,1825,27.02,"Kurpinsky, C.","Nocturne pour Cor, Basson et Viola. Op. 16.",0,8,No,"Kurpinski, Karol Kazimierz",1785,1857
March,1825,27.02,"Kurpinsky, C.","Paysage musical, Pot-Pourri pour Cor et Basson. Op. 18.",0,6,No,"Kurpinski, Karol Kazimierz",1785,1857
March,1825,27.02,"Human, A.",Polonoise pour le Basson obl. avec Orchestre.,1,16,No,"Human, A.",,
March,1825,27.02,"Dussek, J. L.",Rondeau (tiré du Conc. pour deux Pianofortes) arr. à 4 mains pour Pianoforte.,1,0,Yes,"Dussek, Jan Ladislav",1760,1812
March,1825,27.02,"Kloss, C.",3 Marches pour le Pianoforte.,0,8,No,"Kloss, Karl Johann Christian",1792,1853
March,1825,27.02,"Köhler, H.",Introd. et Variat. pour Pianof. avec Flûte obl. Op. 148.,0,12,No,"Köhler, Gottlieb Heinrich",1765,1833
March,1825,27.02,"Köhler, E.","Introduction et Variations pour Pianof. sur un thême du Ballet Nina, à 4 mains. Op. 10.",0,20,No,"Köhler, Ernst",1799,1847
March,1825,27.02,"Lobe, J. C.",3 Amusemens pour le Pianof. Op. 7.,0,16,No,"Lobe, Johann Christian",1797,1881
March,1825,27.02,"Maurer, L.","Ouvert. de l’Op.: le nouveau Paris, à 4 mains.",0,16,No,"Maurer, Ludwig",1789,1878
March,1825,27.02,"Molino, E.",1er Nocturne pour Pianof. et Guitare. Op. 36.,0,12,No,"Molino, Francesco",1775,1847
March,1825,27.02,"Moscheles, J.","grands Variat. sur une Marche fav. pour Pianof. avec 2 Violons, Alte et Vlle. Op. 32. arr. à 4 mains par Mockwitz.",1,8,No,"Moscheles, Ignaz",1794,1870
March,1825,27.02,"Onslow, G.",Quintetto (No. IX.) arr. pour le Pianoforte à 4 mains. Op. 25.,,,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Trio pour Pianof. Viola et Violonc. Op. 26.,2,0,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Trio pour Pianof. Viola et Violonc. Op. 27.,1,16,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Thême Anglais varié p. le Pianof. Op. 28.,0,12,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Ouvert. de l’Opéra: L’Alcade de la Vega pour le Pianoforte (avec Violon ad libitum).,0,12,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Ouvert. de l’Opéra L’Alcalde pour le Pianoforte à 4 mains.,0,12,No,"Onslow, George",1784,1853
March,1825,27.02,"Onslow, G.",Ouvert. et Entreactes du même Opéra pour le Pianoforte à 4 mains.,0,12,No,"Onslow, George",1784,1853
March,1825,27.02,"Sörgel, F. W.","grand Quatuor pour Pianoforte, Violon, Viola et Basse. Op. 20.",1,16,No,"Sörgel, Friedrich Wilhelm*",1790,1870
March,1825,27.02,Symanowska,12 Exercices pour le Pianoforte.,1,0,No,"Szymanowska, Maria Agata",1789,1831
March,1825,27.02,"Zimmermann, J. W.",12 Walses et 6 Eccossoises pour Pianoforte. Liv. 1.,0,12,No,"Zimmermann, Pierre-Joseph-Guillaume",1785,1853
March,1825,27.02,"Kegel, C. C.",10 Vor- und Nachspiele für die Orgel,0,3,No,"Kegel, Karl Christian",1770,1843
March,1825,27.02,"Drexel, F.",12 Marches pour la Guitarre. Op. 12.,0,12,No,"Drexel, Friedrich",,
March,1825,27.02,"Drexel, F.",Recueil pour la Guitarre. Op. 31.,0,16,Yes,"Drexel, Friedrich",,
March,1825,27.02,"Drexel, F.",6 Cotillons pour Guitarre av. Pianof. Op. 28.,0,6,No,"Drexel, Friedrich",,
March,1825,27.02,"Molino, F.",Le plaisir de tous les goûts ou 30 Var. pour la Guitare. Op. 35.,0,12,No,"Molino, Francesco",1775,1847
March,1825,27.02,"Molino, F.",1r Nocturne pour Flûte ou Violon et Guit. Op. 36.,0,8,No,"Molino, Francesco",1775,1847
March,1825,27.02,"Drexel, F.","20 Gesänge mit Begleitung der Guitarre, für Anfänger. Op. 32.",0,20,Yes,"Drexel, Friedrich",,
March,1825,27.02,"Kittan, F.",6 Lieder mit Begleit. des Pianoforte.,0,12,No,"Kittan, F.",,
March,1825,27.02,"Kloss, C.",Lieder für vier Männerst. Op. 21.,1,0,No,"Kloss, Karl Johann Christian",1792,1853
March,1825,27.02,"Neukomm, S.","7 Gesänge für eine Singstimme, mit Begleitung des Pianoforte. Op. 43.",0,20,No,"Neukomm, Sigismund Ritter von",1778,1858
April,1825,27.03,"Lindpaintner, P.","Ouvert. de l’Op.: der Bergkönig, à grand Orchestre. Op. 50.",2,0,Yes,"Lindpaintner, Peter Josef von",1791,1856
April,1825,27.03,"Maurer, L.","Ouv. de l’Opéra-Vaudeville: Le nouveau Paris, à gr. Orch. Oeuv. 33.",1,12,No,"Maurer, Ludwig",1789,1878
April,1825,27.03,"Onslow, G.","Ouvert. de l’Opéra: L’Alcade de la Vega, à grand Orchestre.",1,12,No,"Onslow, George",1784,1853
April,1825,27.03,"Pilz, V. A.","24 neue Tänze, 1 Polon., 2 Men., 3 Walzer, 2 geschw. Walzer, 1 Cotillon, 2 Ecoss. und 1 Quadrille. L. 1 vollst.",1,8,No,"Pilz, V. A.",,
