Month,Year,Vol,Name,Work,Thlr.,Gr.,Repeat,FullName,Birth,Death
August,1812,14.10,"Molino, Fr.",3 Sonates faciles p. Guitarre. Op. 1.,0,8,No,"Molino, Francesco",1775,1847
August,1812,14.10,Dussek. J. L.,Portrait (gestochen v. Arndt.),0,12,No,,,
August,1812,14.10,"Haydn, J.","Portrait, von ebendens.",0,16,No,,,
September,1812,14.11,"Dussek, J. L.",Oeuvre dernier et posthume cont. 2 Sonates pour le Pinaoforte avec accomp. de Violon et Basse,2,0,No,"Dussek, Jan Ladislav",1760,1812
September,1812,14.11,"Dussek, J. L.",Rondeau p. le Pfte. seul (de l’Oeuvre dernier et posthume).,0,8,No,"Dussek, Jan Ladislav",1760,1812
October,1812,14.13,"Kunzen, F. L. A.",Ouvert. de l’Op.: Erik Eiegod,1,0,No,"Kunzen, Friedrich Ludwig Aemilius",1761,1817
October,1812,14.13,"Mozart, W. A.",grand Fantaisie p. Pianoforte (C moll) arrangée à grd. Orchestre par J. X. de Seyfried,2,8,No,"Mozart, Wolfgang Amadeus",1756,1791
October,1812,14.13,"Pixis, F. P.",Sinfonie à grd. Orch. Op. 5. No. 1. (C dur).,2,12,No,"Pixis, Johann Peter",1788,1874
October,1812,14.13,"Wilms, J. W.",Sinfonie à grd. Orch. Op. 23. (C moll).,2,8,Yes,"Wilms, Johann Wilhelm",1772,1847
October,1812,14.13,"Cramer, J. B.",Sonate p. le Pforte. Op. 49.,0,12,No,"Cramer, Johann Baptist",1771,1858
October,1812,14.13,"Dussek, J. L.",Sonate et 3 Airs variés p. le Pf. Op. 23.,1,0,No,"Dussek, Jan Ladislav",1760,1812
October,1812,14.13,"Dussek, J. L.",3 Sonates p. l. Pforte av. accomp. de Violon et Violoncelle. Op. 24.,2,0,No,"Dussek, Jan Ladislav",1760,1812
October,1812,14.13,"Lindemann, D.","8 Walses, 8 Eccossoises et 1 Polonoise p. le Pforte. Liv. 4.",0,12,No,"Lindemann, J. D.",,
October,1812,14.13,"Pär, Ferd.",Ouv. de l’Op.: Una in bene ed una in male p. le Pforte.,0,8,Yes,"Paer, Ferdinando",1771,1839
October,1812,14.13,"Winter, P.",Ouverture a. Orpheus et Euridice f. das Pianof.,0,6,No,"Winter, Peter",1754,1825
October,1812,14.13,Beresowsky,"das Vaterunser für 4 Singstimmen, Partitur.",0,8,No,"Berezovsky, Maksym Sozontovych",1745,1777
October,1812,14.13,"Blum, C.",Lieder mit Begleitung der Guitarre. 3r Heft.,0,16,No,"Blum, Carl",1786,1844
October,1812,14.13,Cimarosa,"Cavatina a. d. Oper: die Horazier u. Curiazier, Klavier-Auszug. (italienisch und deutsch.)",0,6,No,"Cimarosa, Domenico",1749,1801
October,1812,14.13,Cimarosa,Aria a. Artemisia: Chi puo trovar. (Wo schlägt ein. Herz.) Klav. Ausz.,0,6,No,"Cimarosa, Domenico",1749,1801
October,1812,14.13,Crescentini,"Cavatine, Scene u. Rondo a. Romeo et Julie, Klavier-Ausz. italien. und deutsch.",0,8,No,"Crescentini, Girolamo",1762,1846
October,1812,14.13,"Märkel, Fr.",8 Lieder mit (leichter) Guitarrbegltg. Op. 3.,0,8,No,"Märkel, Fr.",,
October,1812,14.13,"Righini, Vinc.",Arie: (Sai che di questa mano etc.) (Ach nimm mein Herz etc.) a. d. Oper: Aeneas in Lazium. Klav. Ausz.,0,8,No,"Righini, Vincenzo",1756,1812
October,1812,14.13,"Sarti, J.","Hymne für 2 Soprane, Contr’ Alt, 2 Tenöre u. Bass. Partitur.",0,8,No,"Sarti, Giuseppe",1729,1802
October,1812,14.13,Spontini,Recitativ und Duett a. d. Oper: Ferd. Cortez mit Pianof. Begleit.,0,4,Yes,"Spontini, Gaspare",1774,1851
October,1812,14.13,Carulli,6 pet. Duos dialogués p. 2 Guitarres. Op. 34. Liv. 1. 2. chaque Livr.,0,12,No,"Carulli, Ferdinando",1770,1841
October,1812,14.13,Carulli,6 pet. Duos dialogués p. 2 Guitarres. Op. 34. Liv. 1. 2. chaque Livr.,0,12,No,"Carulli, Ferdinando",1770,1841
October,1812,14.13,"Molino, Fr.",3 Sonates faciles p. Guitarre. Op. 1.,0,8,Yes,"Molino, Francesco",1775,1847
October,1812,14.13,"Molino, Fr.",3 Sonates p. la Guit. av. acc. de Violon. Op. 2.,0,18,No,"Molino, Francesco",1775,1847
October,1812,14.13,"Molino, Fr.",3 Duos faciles p. Guit. et Violon. Op. 3.,0,12,No,"Molino, Francesco",1775,1847
October,1812,14.13,"Molino, Fr.","3 Trios p. Flûte, Viola et Guitarre. Op. 4.",1,0,No,"Molino, Francesco",1775,1847
October,1812,14.13,Reymann,Thême varié p. la Harpe av. accomp. de Violon. Op. 10.,0,8,No,"Reymann, P. C.",,
October,1812,14.13,Dussek. J. L.,Portrait (gestochen v. Arndt),0,12,No,,,
October,1812,14.13,"Haydn, J.","Portrait, von ebendems.",0,16,No,,,
October,1812,14.13,Viotti,Portrait,0,8,No,,,
November,1812,14.15,"Beethoven, L. v.",Messa à 4 voci coll’ accomp. dell’Orch. — (Drey Hymnen für 4 Singstimmen mit Beglt. d. Orchesters.) Partitur. Op. 86.,4,0,No,"Beethoven, Ludwig van",1770,1827
November,1812,14.15,"Backofen, H.",Recueil p. la Harpe à crochets. Cah. 4.,1,0,No,"Backofen, Johann Georg Heinrich",1768,1839
November,1812,14.15,Baldenecker,gr. Sonata p. le Pforte. av. Violon obligé. Op. 13.,0,16,No,"Baldenecker, Nicolas",1782,1858
November,1812,14.15,"Campagnoli, B.","l’art d’inventor à l’improviste des fantaisies et Cadences p. le Violon, formant un Recueil de 246 Pieces amusantes et utiles en tous les tons majeurs et mineurs. Op. 17.",2,0,No,"Campagnoli, Bartolomeo",1751,1827
November,1812,14.15,"Braun, C. A. P.",Sinfonie à grd. Orch.,1,12,No,"Braun, Carl",1788,1835
November,1812,14.15,"Dressler, R.",3 Duos p. 2 Flûtes concertantes. Op. 17.,1,0,No,"Dressler, Raphael",1784,1835
November,1812,14.15,Dupuy,1r Concerto p. la Flûte av. accomp. de l’Orch. (D moll.),2,0,No,"Du Puy, Jean Baptiste Édouard",1770,1822
November,1812,14.15,"Dussek, J. L.",2 Sonates p. le Pianof. av. acc. de Violon et Basse. Oeuvre dernier et posthume.,2,0,Yes,"Dussek, Jan Ladislav",1760,1812
November,1812,14.15,"Dussek, J. L.","Rondeau, (tiré de cet oeuvre)",0,8,Yes,"Dussek, Jan Ladislav",1760,1812
November,1812,14.15,"Faubel, B.",12 Allemandes p. le Pianoforte. Liv. 1. et 2. à,0,10,No,"Faubel, B.",,
November,1812,14.15,"Faubel, B.",12 Allemandes p. le Pianoforte. Liv. 1. et 2. à,0,10,No,"Faubel, B.",,
November,1812,14.15,Hübschmann,"5 Variations p. le Basson princip. av. accomp. de 2 Violons, Viola, 2 Cors, 2 Clarinettes et Basse.",0,12,No,Hübschmann,,
November,1812,14.15,"Lessel, F.",Fantaisie p. le Pforte. Op. 13.,0,16,No,"Lessel, Franciszek",1780,1838
November,1812,14.15,"Mozart, W. A.",Sinfonie arr à 4 mains p. le Pforte. (D dur.),1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
November,1812,14.15,Schnorr,Lied zur Beförderung geselliger Freude f. Pforte.,0,3,No,Schnorr,,
November,1812,14.15,"Schneider, G. A.",6 Duos p. 2 Flûtes. Op. 56.,1,0,Yes,"Schneider, Georg Abraham",1770,1839
March,1813,15.03,"Braun, C. A. P.",Sinfonie à grand Orchestre (D dur).,1,12,Yes,"Braun, Carl",1788,1835
March,1813,15.03,"Campagnoli, B.","l’art d’inventer à l’improviste des Fantaisies et Cadences p. le Violon, formant un Recueil de 246 Pièces amusantes et utiles en tous les tons majeurs et mineurs. Op. 17.",2,0,Yes,"Campagnoli, Bartolomeo",1751,1827
March,1813,15.03,Husdesforges,Concerto p. le Violoncelle av. acc. de grd. Orch. Op. 12. No. 4 des Concertos. (D dur.),2,0,No,"Hus-Desforges, Pierre-Louis",1773,1838
March,1813,15.03,Husdesforges,grd. Trio p. Violoncelle obligé av. acc. de Violon et Basse. Op. 17.,0,16,No,"Hus-Desforges, Pierre-Louis",1773,1838
March,1813,15.03,Sterkel,Ouverture à grd. Orchestre. No. 2. (C dur.),1,12,No,"Sterkel, Johann Franz Xaver",1750,1817
March,1813,15.03,"Winter, P.","Ottetto p. Violon, Viola, Vcelle, Flûte, Clarinette, Basson et 2 Cors.",1,8,No,"Winter, Peter",1754,1825
March,1813,15.03,"Dressler, Joh.","Quatuor p. la Clarinette, Violon, Viola et Violoncelle. Op. 10.",0,16,No,"Dressler, Joh.",,
March,1813,15.03,"Dressler, R.",3 Duos concertants. p. 2 Flûtes. Op. 17.,1,0,Yes,"Dressler, Raphael",1784,1835
March,1813,15.03,Dupuy,1er Concerto p. la Flûte av. Orchestre. (D moll.),2,0,Yes,"Du Puy, Jean Baptiste Édouard",1770,1822
March,1813,15.03,Hübschmann,"5 Variatíons p. le Basson princip. av. 2 Violons, Viola, 2 Cors, Clarinettes et Basse.",0,12,Yes,Hübschmann,,
March,1813,15.03,Hübschmann,Variat. p. la Flûte av. Orch.,0,8,No,Hübschmann,,
March,1813,15.03,"Krause, G.",3 Duos concert. p. 2 Flûtes. Op. 2.,1,0,No,"Krause, G.",,
March,1813,15.03,"Schneider, G. A.",6 Duos p. 2 Flûtes. op. 56.,1,0,Yes,"Schneider, Georg Abraham",1770,1839
March,1813,15.03,Baldenecker,Variations p. Pforte. Op. 9.,0,8,No,"Baldenecker, Nicolas",1782,1858
March,1813,15.03,Baldenecker,gr. Sonate p. le Pforte. av. Violon obligé. Op. 13.,0,16,Yes,"Baldenecker, Nicolas",1782,1858
March,1813,15.03,Baldenecker,3 Sonates progressives p. le Pianof. Op. 14.,0,12,No,"Baldenecker, Nicolas",1782,1858
March,1813,15.03,Baldenecker,Variations p. Pforte. Op. 15.,0,6,No,"Baldenecker, Nicolas",1782,1858
March,1813,15.03,Baldenecker,Variations. Op. 16.,0,8,No,"Baldenecker, Nicolas",1782,1858
March,1813,15.03,"Beethoven, L. v.",4me Sinfonie arr. à 4 mains.,,,No,"Beethoven, Ludwig van",1770,1827
March,1813,15.03,"Clementi, M.","Oeuvres complettes. Cah. 11. concentant 6 Sonatines progr. et doigtées, 24 Walses, une Sonate, et la Chasse p. le Pforte. Pränum. Preis",1,12,No,"Clementi, Muzio",1752,1832
March,1813,15.03,"Clementi, M.",6 leichte Sonatinen mit Fingersatz für das Pianof. Op. 36.,0,16,No,"Clementi, Muzio",1752,1832
March,1813,15.03,"Dussek, J. L.",2 Sonates p. le Pianof. av. acc. de Violon et Basse. Oeuvre dernier et posthume.,2,0,Yes,"Dussek, Jan Ladislav",1760,1812
March,1813,15.03,"Dussek, J. L.","Rondeau, p. le Pianof., tiré de cet oeuvre.",0,8,Yes,"Dussek, Jan Ladislav",1760,1812
March,1813,15.03,"Dussek, J. L.",Sonate à 4 mains. Op. 73.,1,4,No,"Dussek, Jan Ladislav",1760,1812
March,1813,15.03,"Faubel, B.",12 Allemandes p. le Pianoforte. Liv 1. et 2. à,0,10,Yes,"Faubel, B.",,
March,1813,15.03,"Faubel, B.",12 Allemandes p. le Pianoforte. Liv 1. et 2. à,0,10,Yes,"Faubel, B.",,
March,1813,15.03,"Kruft, Baron de",Variations p. Pianof. sur l’air: Wenn du mit sanften Schwingen.,0,8,No,"Krufft, Nicolas von",1779,1818
March,1813,15.03,"Kruft, Baron de",Variations: Im Arm der Liebe etc.,0,8,No,"Krufft, Nicolas von",1779,1818
March,1813,15.03,Kuhlau,Concerto p. le Pianof. av. acc. de l’Orch. Op. 7. (C dur.),2,12,No,"Kuhlau, Friedrich",1786,1832
March,1813,15.03,"Lessel, F.",Fantaisie p. le Pforte. Op. 13.,0,16,Yes,"Lessel, Franciszek",1780,1838
March,1813,15.03,"Lessel, F.",Potpourri p. le Pforte av. accomp. de l’Orch. Op. 12.,1,12,No,"Lessel, Franciszek",1780,1838
March,1813,15.03,"Mozart, W. A.","Sinfonie (D dur), arrangée à 4 mains.",1,0,Yes,"Mozart, Wolfgang Amadeus",1756,1791
March,1813,15.03,"Mozart, W. A.","Cantate: (Herr, Herr von deinem Throne,) Partitur. No. 3.",1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
March,1813,15.03,"Neukomm, Sd.",Elégie harmonique p. le Pianof. sur la mort de J. L. Dussek,0,16,No,"Neukomm, Sigismund Ritter von",1778,1858
March,1813,15.03,"Pär, F.",Ouvert. d‘Angés p. Pianof.,0,6,No,"Paer, Ferdinando",1771,1839
March,1813,15.03,"Steibelt, D.",6 Sonatines p. le Pianoforte. 2me Suite.,0,20,No,"Steibelt, Daniel",1765,1823
March,1813,15.03,"Steibelt, D.",6 pet pièces faciles et agréables p. le Pianof. tirées de ses oeuvres,0,12,No,"Steibelt, Daniel",1765,1823
March,1813,15.03,Stolpe,15 Polonoises p. le Pforte,,,No,"Stolpe, Aloys",,1824
March,1813,15.03,"Beethoven, L. v.",Messa à 4 voci coll’ accomp. dell’Orch. — (Drey Hymnen für 4 Singstimmen mit Begltg. d. Orchesters.) Op. 86.,4,0,Yes,"Beethoven, Ludwig van",1770,1827
March,1813,15.03,"Miltitz, v.","Lieder vom Frh. La Motte Fouqué, m. Begleitg. d. Pianof.",0,16,No,"Miltitz, Carl Borromäus von",1780,1845
March,1813,15.03,Schnoor,"Lied zur Beförderung geselliger Freude, f. Pforte.",0,3,Yes,Schnorr,,
March,1813,15.03,"Backofen, H.",Recueil p. la Harpe à crochets. Cah. 4.,1,0,Yes,"Backofen, Johann Georg Heinrich",1768,1839
March,1813,15.03,"Carulli, F.","Recueil facile, progressif et doigté etc. p. la Guitarre. Op. 50.",0,16,No,"Carulli, Ferdinando",1770,1841
March,1813,15.03,"Molino, Franc.","nouvelle Méthode p. Guitarre ou Lyre, en français et en italien.",2,0,No,"Molino, Francesco",1775,1847
March,1813,15.03,"Molino, Franc.","dasselbe Werk, (franz. u. deutsch.)",2,0,No,"Molino, Francesco",1775,1847
June,1813,15.06,"Kaczkowski, J.","Thême varié p. le Violon av. acc. de Violon, Viola et Violoncelle. Op. 7.",0,6,No,"Kaczkowski, Joachim",1786,1829
June,1813,15.06,"Anschuetz, J. A.",Variations sur la Musette de Nina p. Pianof.,0,18,No,"Anschütz, Johann Andreas",1772,1858
June,1813,15.06,"Dussek, J. L.",Oeuvres p. le Pianoforte. Cah. 1. contenant 6 Sonates et la Romance variée: Partant pour la Syrie (avec le Portrait de Dussek.) Subscriptions-Preis,1,12,No,"Dussek, Jan Ladislav",1760,1812
June,1813,15.06,"Dussek, J. L.",3 Sonates p. le Pforte. Op. 10.,1,8,No,"Dussek, Jan Ladislav",1760,1812
June,1813,15.06,"Dussek, J. L.",Sonate à 4 mains. Op. 73. (F dur.),1,4,Yes,"Dussek, Jan Ladislav",1760,1812
June,1813,15.06,"Dröbs, J. M.",Sonate p. le Pforte. Op. 3.,0,12,No,"Dröbs, Johann Andreas",1784,1825
June,1813,15.06,Gelinek,Variations pastorales p. Pf. sur l’air de Chalumeau de l’Op.: die Schweizerfamilie. No. 60.,0,6,No,"Gelinek, Josef",1758,1825
June,1813,15.06,"Kruft, Baron de",Variations p. Pf. sur un thême de Pleyel. No. 3.,0,8,No,"Krufft, Nicolas von",1779,1818
June,1813,15.06,Kurpinsky,6 Variations p. le Pforte. No. 1.,0,8,No,"Kurpinski, Karol Kazimierz",1785,1857
June,1813,15.06,Kurpinsky,3 Polonaises p. Pforte. No. 2.,0,8,No,"Kurpinski, Karol Kazimierz",1785,1857
June,1813,15.06,"Lessel, F.",Concerto p. le Pforte av. accomp. de l’Orch. Op. 14. (C dur.),2,0,No,"Lessel, Franciszek",1780,1838
June,1813,15.06,"Lessel, F.",Fugue à 4 mains. Op. 11.,0,8,No,"Lessel, Franciszek",1780,1838
June,1813,15.06,"Mozart, W. A.",Sinfonie (D dur) arrangée à 4 mains. No. 1.,1,0,Yes,"Mozart, Wolfgang Amadeus",1756,1791
June,1813,15.06,"Mozart, W. A.",Sinfonie (G moll) arr. à 4 mains. No. 2.,1,0,No,"Mozart, Wolfgang Amadeus",1756,1791
June,1813,15.06,"Mozart, W. A. (Fils)",Variations p. le Pforte sur la marche de Coriolan. Op. 16.,0,12,No,"Mozart, Franz Xaver",1791,1844
June,1813,15.06,"Stolpe, Al.",15 Polonoises p. le Pf. Liv. 1.,0,16,Yes,"Stolpe, Aloys",,1824
June,1813,15.06,Wilms,Concerto p. le Pforte av. accomp. de l’Orch. Op. 32. (F dur.),2,0,No,"Wilms, Johann Wilhelm",1772,1847
June,1813,15.06,Wilms,Sonate p. le Pforte av. accomp. d’une Flûte obligée. Op. 33.,0,16,No,"Wilms, Johann Wilhelm",1772,1847
June,1813,15.06,"Anschuetz, J. A.",3 Gesänge von Göthe mit Begl. des Pianof.,0,16,No,"Anschütz, Johann Andreas",1772,1858
June,1813,15.06,"Beethoven, L. v.",Messa à 4 voci coll’ accomp. dell’Orch. — (Drey Hymnen für 4 Singstimmen mit Begltg. des Orchesters.) Partitur. Op. 86.,4,0,Yes,"Beethoven, Ludwig van",1770,1827
June,1813,15.06,"Harder, A.",Lieder mit Begl. d. Guit. 1ste Samml. Zweyte verbesserte Anfl.,0,12,No,"Harder, August",1775,1813
June,1813,15.06,"Kloss, C.",6 Lieder mit Begleit. des Pianof. und der Guitarre.,0,12,No,"Kloss, Karl Johann Christian",1792,1853
June,1813,15.06,"Junghans, J. C. G.","Lebenslied von Tiedge, mit Begleit. des Pianof.",0,4,No,"Junghans, Johann Christian Gottlieb",1771,1823
June,1813,15.06,"Märkel, Fr.",16 Lieder mit Begltg. des Pianoforte.,0,16,No,"Märkel, Fr.",,
June,1813,15.06,"Miltitz, Frhrn. v.",LIeder von Friedr. Baron de la Motte Fouqué mit Pianofortebegleitg.,0,16,Yes,"Miltitz, Carl Borromäus von",1780,1845
June,1813,15.06,"Molino, Franç.",Neue Guitarreuschule (deutsch u. französisch.),2,0,Yes,"Molino, Francesco",1775,1847
June,1813,15.06,"Molino, Franç.",dasselbe Werk (französisch u. italien.),2,0,Yes,"Molino, Francesco",1775,1847
June,1813,15.06,"Molino, Franç.",6 Thêmes de Pleyel av. Variations p. la Guitarre. Op. 5.,0,12,No,"Molino, Francesco",1775,1847
June,1813,15.06,"Molino, Franç.",3 Sonates p. la Guitarre. Op. 6.,0,12,No,"Molino, Francesco",1775,1847
June,1813,15.06,"Molino, Franç.",3 grandes Sonates p. la Guitarre av. accomp. de Violon. Op. 7.,1,0,No,"Molino, Francesco",1775,1847
November,1813,15.10,"Braun, C. A. B.",Sinfonie à grand Orchestre (D dur).,1,12,Yes,"Braun, Carl",1788,1835
November,1813,15.10,"Braun, C. A. B.",Ouverture à grd. Orch. (C moll.),1,0,No,"Braun, Carl",1788,1835
November,1813,15.10,"Campagnoli, B.","l’Art d’inventer à l’improviste des Fantaisies et Cadences p. le Violon, formant un Recueil de 246 Pièces amusantes et utiles en tous les tons majeurs et mineurs. Op. 17.",2,0,Yes,"Campagnoli, Bartolomeo",1751,1827
November,1813,15.10,Husdesforges,"Concerto p. le Violoncelle av. acc. de grd. Orch, Op. 12. No. 4 des Concertos. (D dur.)",2,0,Yes,"Hus-Desforges, Pierre-Louis",1773,1838
November,1813,15.10,Husdesforges,grd. Trio. p. Violoncelle obligé av. acc. de Violon et Basse. Op. 17.,0,16,Yes,"Hus-Desforges, Pierre-Louis",1773,1838
November,1813,15.10,"Kaczkowski, J.","Thême varié p. le Violon av. acc. de Violon, Viola et Violoncelle. Op. 7.",0,6,Yes,"Kaczkowski, Joachim",1786,1829
November,1813,15.10,"Mozart, W. A.",gr. Fantaisie (F moll) arr. à grd. Orch. par le Chevalier de Seyfried. No. 2.,2,8,No,"Mozart, Wolfgang Amadeus",1756,1791
November,1813,15.10,Sterkel,Ouverture à grand. Orchestre. No. 2. (G dur.),1,12,Yes,"Sterkel, Johann Franz Xaver",1750,1817
November,1813,15.10,"Winter, P.","Ottetto p. Violon, Viola, Vcelle, Flûte, Clarinette, Basson et 2 Cors.",1,8,Yes,"Winter, Peter",1754,1825
November,1813,15.10,Berbignier,nouv. mélange d’airs choises des operas franc. et ital. arr. p. 2 Flûtes,0,16,No,"Berbiguier, Antoine Tranquille",1782,1838
November,1813,15.10,"Danzi, Fr.",3me Concerto p. la Flûte av. acc. de l’Orchestre. Op. 42.,1,12,No,"Danzi, Franz",1763,1826
November,1813,15.10,"Danzi, Fr.",4me Concerto p. la Flûte av. acc. de l’Orchestre. Op. 43.,1,12,No,"Danzi, Franz",1763,1826
November,1813,15.10,"Danzi, Fr.",Potpourri p. la Clarinette av. accomp. de l’Orch. Op. 45.,0,16,No,"Danzi, Franz",1763,1826
November,1813,15.10,"Dressler, Joh.","Quatuor p. la Clarinette, Violon, Viola et Violoncelle. Op. 10.",0,16,Yes,"Dressler, Joh.",,
November,1813,15.10,"Dressler, R.",3 Duos concertants p. 2 Flûtes. op. 17.,1,0,Yes,"Dressler, Raphael",1784,1835
November,1813,15.10,Dupuy,1er Concerto p. la Flûte av. Orchestre. (D moll.),2,0,Yes,"Du Puy, Jean Baptiste Édouard",1770,1822
November,1813,15.10,Hübschmann,"5 Variations p. le Basson princip. av. 2 Violons, Viola, 2 Cors, Clarinettes et Basse.",0,12,Yes,Hübschmann,,
November,1813,15.10,Hübschmann,Variat. p. la Flûte av. Orch.,0,8,Yes,Hübschmann,,
November,1813,15.10,"Krause, G.",3 Duos conc. p. 2 Flûtes. Op. 2.,1,0,Yes,"Krause, G.",,
November,1813,15.10,"Schneider, G. A.",6 Duos p. 2 Flûtes. Op. 56.,1,0,Yes,"Schneider, Georg Abraham",1770,1839
November,1813,15.10,"Anachuetz, J. A.",Variations sur la Musette de Nina p. Pianof.,0,18,Yes,"Anschütz, Johann Andreas",1772,1858
November,1813,15.10,"Baldenecker, N.",Variations p. Pf. Op. 9.,0,8,Yes,"Baldenecker, Nicolas",1782,1858
November,1813,15.10,"Baldenecker, N.",gr. Sonate p. le Pforte av. Violon obligé. Op. 13.,0,16,Yes,"Baldenecker, Nicolas",1782,1858
November,1813,15.10,"Baldenecker, N.",3 Sonates progressives p. le Pforte. Op. 14.,0,12,Yes,"Baldenecker, Nicolas",1782,1858
November,1813,15.10,"Baldenecker, N.",Variations p. Pforte. Op. 15.,0,6,Yes,"Baldenecker, Nicolas",1782,1858
November,1813,15.10,"Baldenecker, N.",Variations p. le Pforte. Op. 16.,0,8,Yes,"Baldenecker, Nicolas",1782,1858
November,1813,15.10,"Clementi, M.","Oeuvres complettes. Cah. 11. concentant 6 Sonatines progr. et doigtées, 24 Walses, une Sonate et la Chasse p. le Pforte. Pränumerations-Preis",1,12,Yes,"Clementi, Muzio",1752,1832
November,1813,15.10,"Clementi, M.",6 leichte Sonatinen mit Fingersatz f. d. Pf. Op. 36.,0,16,Yes,"Clementi, Muzio",1752,1832
November,1813,15.10,"Cramer, (Fils) J. B.",4 Sonates p. le Pf. Op. 6.,1,12,No,"Cramer, Johann Baptist",1771,1858
November,1813,15.10,"Danzi, Fr.",Sonate p. Pf. av. Cor ou Violoncelle obligé. Op. 44.,1,0,No,"Danzi, Franz",1763,1826
November,1813,15.10,Dröbs,Sonate p. le Pforte. Op. 3.,0,12,Yes,"Dröbs, Johann Andreas",1784,1825
November,1813,15.10,Dröbs,Thema mit Variationen. Op. 4.,0,8,No,"Dröbs, Johann Andreas",1784,1825
November,1813,15.10,"Dussek, J. L.",Oeuvres p. le Pianoforte. Cah. 1. contenant 6 Sonates et la Romance variée: Partant pour la Syrie (avec le Portrait de Dussek.) Subscriptions-Preis,1,12,Yes,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",Oeuvres. Cah. 2. contenant 4 Sonates p. Pf. seul. Subscript. Preis,1,12,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",Airs variés. Op. 6.,0,18,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",3 Sonates p. Pf. Op. 9.,1,8,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",3 Sonates p. le Pforte. Op. 10.,1,8,Yes,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",6 Leçons progressives p. Pf. Op. 16. Liv. 1.,0,18,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",6 Leçons progressives p. Pf. Op. 16. Liv. 2.,0,18,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",6 Sonatines p. le Pf. Op. 20. Liv. 1. et 2.,1,8,No,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",2 Sonates p. Pforte av. acc. de Violon et Basse. Oeuvr. dernier et posthume.,2,0,Yes,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",Rondeau tiré de cet oeuvre.,0,8,Yes,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Dussek, J. L.",Sonate à 4 mains. Op. 73. (F dur.),1,4,Yes,"Dussek, Jan Ladislav",1760,1812
November,1813,15.10,"Faubel, B.",12 Allemandes p. le Pf. Liv. 1. et 2. à,0,10,Yes,"Faubel, B.",,
November,1813,15.10,"Faubel, B.",12 Allemandes p. le Pf. Liv. 1. et 2. à,0,10,Yes,"Faubel, B.",,
November,1813,15.10,Gelinek,Variations pastorales pr Pf. sur l’air de Chalumeau de l’Op.: die Schweizerfamilie. No. 60.,0,6,Yes,"Gelinek, Josef",1758,1825
November,1813,15.10,"Kruft, Baron de",Variations p. Pf. sur l’air: Wenn du mit sanften Schwingen.,0,8,Yes,"Krufft, Nicolas von",1779,1818
November,1813,15.10,"Kruft, Baron de",Variations lur [sic] l’air: Im Arm der Liebe,0,8,Yes,"Krufft, Nicolas von",1779,1818
November,1813,15.10,"Kruft, Baron de",Variations p. Pf. sur un thême de Pleyel. No. 3.,0,8,Yes,"Krufft, Nicolas von",1779,1818
November,1813,15.10,Kuhlau,Concerto p. le Pforte av. acc. de l’Orch. Op. 7. (C dur.),2,12,Yes,"Kuhlau, Friedrich",1786,1832
November,1813,15.10,Kurpinsky,6 Variations p. le Pforte. No. 1.,0,8,Yes,"Kurpinski, Karol Kazimierz",1785,1857
November,1813,15.10,Kurpinsky,3 Polonaises p. Pforte. No. 2.,0,8,Yes,"Kurpinski, Karol Kazimierz",1785,1857
November,1813,15.10,"Lessel, F.",Potpourri p. le Pforte av. accomp. de l’Orch. Op. 12.,1,8,Yes,"Lessel, Franciszek",1780,1838
November,1813,15.10,"Lessel, F.",Fantaisie p. le Pforte. Op. 13.,0,16,Yes,"Lessel, Franciszek",1780,1838
November,1813,15.10,"Lessel, F.",Concerto p. le Pforte av. accomp. de l’Orch. Op. 14. (C dur.),2,0,Yes,"Lessel, Franciszek",1780,1838
November,1813,15.10,"Lessel, F.",Fugue à 4 mains. Op. 11.,0,8,Yes,"Lessel, Franciszek",1780,1838
November,1813,15.10,"Lindemann, D.",10 Variations sur l’air russe: Schöne Minka.,0,8,No,"Lindemann, J. D.",,
November,1813,15.10,"Mockwitz, F.",6 Walzer und 6 länderische Tänze.,0,12,No,"Mockwitz, F.",,
November,1813,15.10,"Mozart, W. A.",Sinfonie (D dur) arrangée à 4 mains. No. 1.,1,0,Yes,"Mozart, Wolfgang Amadeus",1756,1791
November,1813,15.10,"Mozart, W. A. (Fils)",Variations p. le Pforte sur la marche de Coriolan. Op. 16.,0,12,Yes,"Mozart, Franz Xaver",1791,1844
